Language_ID	Value	Parameter_ID	Synset
dar	бяхӏ	99_slope	NA
dar	бяхӏ	9_face	face.n.01
dar	вайси	559_bad	bad.a.01
dar	вайси	561_nastydire	NA
dar	вебкӏес	750_die	die.v.01
dar	вебкӏес	751_perish	NA
dar	вехӏихьес	683_begin	NA
dar	вехӏихьес	755_sitdown	NA
dar	вехӏихьес	815_start	begin.v.03
dar	гавлаг	337_pouch	NA
dar	гавлаг	343_sack	NA
dar	ганз	293_walk	NA
dar	ганз	294_step	NA
dar	гъай	232_speech	address.n.03
dar	гъай	235_word	word.n.01
dar	гьакӏарбикӏахъес	867_jog	NA
dar	гьакӏарбикӏахъес	868_shake	shake.v.08
dar	гьакӏбирес	867_jog	NA
dar	гьакӏбирес	868_shake	shake.v.08
dar	гьакӏикӏес	695_swing	NA
dar	гьакӏикӏес	869_swing	NA
dar	гьала	630_infrontof	NA
dar	гьала	632_under	NA
dar	гьалаб	630_infrontof	NA
dar	гьалаб	632_under	NA
dar	гьалакикӏес	760_rush	NA
dar	гьалакикӏес	761_hurry	rush.v.04
dar	гьалмагъ	251_friend	friend.n.01
dar	гьалмагъ	252_companion	NA
dar	гьачам	596_once	NA
dar	гьачам	601_once	NA
dar	гьунар	391_force	NA
dar	гьунар	392_strength	NA
dar	гьуни	403_way	NA
dar	гьуни	404_road	road.n.01
dar	гӏур	594_then	NA
dar	гӏур	598_afterwards	NA
dar	гӏурра	625_still	NA
dar	гӏурра	628_again	again.r.01
dar	гӏявадеш	355_fat	fat.n.01
dar	гӏявадеш	356_butter	butter.n.01
dar	гӏямзи	274_corner	corner.n.03
dar	гӏямзи	278_angle	NA
dar	гӏямру	411_life	animation.n.01
dar	гӏямру	447_age	age.n.01
dar	гӏяхӏси	534_precious	NA
dar	гӏяхӏси	550_dear	NA
dar	гӏяхӏси	558_good	good.a.01
dar	дашес	691_stream	NA
dar	дашес	699_rain	NA
dar	дегъ	105_land	mainland.n.01
dar	дегъ	66_earth	land.n.02
dar	декӏарси	573_different	NA
dar	декӏарси	578_other	other.a.01
dar	дуб	103_shore	NA
dar	дуб	104_coast	NA
dar	дуб	272_fringe	NA
dar	дуб	273_edge	edge.n.06
dar	дуб	276_end	end.n.09
dar	дурхъаси	533_expensive	expensive.a.01
dar	дурхъаси	534_precious	NA
dar	дурхӏя	195_child	child.n.01
dar	дурхӏя	196_boy	male_child.n.01
dar	дуцӏикӏес	757_walk	walk.v.01
dar	дуцӏикӏес	763_run	run.v.01
dar	жагаси	501_beautiful	beautiful.a.01
dar	жагаси	542_pretty	NA
dar	жумягӏ	455_week	week.n.01
dar	жумягӏ	478_friday	friday.n.01
dar	занкъбикIес	720_chime	NA
dar	занкъбикIес	721_ring	NA
dar	заябарес	892_spoil	NA
dar	заябарес	893_damage	damage.v.01
dar	зерзербирес	867_jog	NA
dar	зерзербирес	868_shake	shake.v.08
dar	зингъбикIес	720_chime	NA
dar	зингъбикIес	721_ring	NA
dar	зингъбухъес	720_chime	NA
dar	зингъбухъес	721_ring	NA
dar	зинкъбикIес	720_chime	NA
dar	зинкъбикIес	721_ring	NA
dar	изала	394_illness	disease.n.01
dar	изала	395_pain	pain.n.03
dar	изес	745_fallill	NA
dar	изес	746_beill	NA
dar	изес	747_ache	NA
dar	изес	956_milk	milk.v.01
dar	иика	126_claw	claw.n.01
dar	иика	127_paw	NA
dar	иргъес	807_feel	NA
dar	иргъес	997_grasp	NA
dar	кесек	256_piece	part.n.03
dar	кесек	257_part	part.n.02
dar	кесек	354_slice	NA
dar	къямаэс	841_bow	NA
dar	къямаэс	842_bend	NA
dar	къяна	157_crow	crow.n.01
dar	къяна	443_lie	NA
dar	кьадар	254_count	NA
dar	кьадар	280_size	NA
dar	кьадар	284_amount	NA
dar	кьяли	115_limb	branch.n.02
dar	кьяли	116_twig	NA
dar	кьялши	126_claw	claw.n.01
dar	кьялши	127_paw	NA
dar	кьяш	34_foot	foot.n.01
dar	кьяш	38_leg	leg.n.02
dar	кӏатӏа	324_spade	spade.n.02
dar	кӏатӏа	325_shovel	shovel.n.01
dar	кӏинайс	594_then	NA
dar	кӏинайс	598_afterwards	NA
dar	лямцӏбикӏес	717_shine	NA
dar	лямцӏбикӏес	718_sparkletwinkle	NA
dar	манзил	263_gap	NA
dar	манзил	264_distance	NA
dar	мез	233_language	language.n.01
dar	мез	6_tongue	tongue.n.01
dar	мер	266_space	NA
dar	мер	267_place	position.n.01
dar	мер-муса	265_area	NA
dar	мер-муса	274_corner	corner.n.03
dar	мер-муса	278_angle	NA
dar	мурул	193_man	man.n.01
dar	мурул	210_husband	husband.n.01
dar	муса	266_space	NA
dar	муса	267_place	position.n.01
dar	муцӏур	13_beard	beard.n.01
dar	муцӏур	14_chin	chin.n.01
dar	мякьлаб	630_infrontof	NA
dar	мякьлаб	634_nextto	NA
dar	ника	31_fingernail	fingernail.n.01
dar	ника	32_nail	NA
dar	някъ	26_arm	arm.n.01
dar	някъ	28_hand	hand.n.01
dar	руржес	704_boil	boil.v.01
dar	руржес	961_boil	NA
dar	секӏал	270_item	NA
dar	секӏал	271_thing	thing.n.12
dar	суратикӏес	1007_paint	paint.v.02
dar	суратикӏес	1008_draw	NA
dar	тугъ	261_line	line.n.04
dar	тугъ	262_stroke	NA
dar	тяхӏуси	505_cool	NA
dar	тяхӏуси	506_fresh	NA
dar	тӏама	234_voice	voice.n.02
dar	тӏама	239_sound	noise.n.01
dar	тӏама	240_tone	NA
dar	тӏимкь	180_trap	trap.n.01
dar	тӏимкь	330_net	NA
dar	уди	616_down	down.r.01
dar	уди	632_under	NA
dar	узес	812_do	act.v.02
dar	узес	834_make	produce.v.02
dar	узес	946_work	NA
dar	урга	632_under	NA
dar	урга	635_between	NA
dar	ургӏебли	613_backward	NA
dar	ургӏебли	614_back	NA
dar	уртахъ	251_friend	friend.n.01
dar	уртахъ	252_companion	NA
dar	урухирес	796_beafraid	NA
dar	урухирес	797_beafraidof	NA
dar	урши	196_boy	male_child.n.01
dar	урши	204_son	son.n.01
dar	ухӏнаухъес	777_goin	enter.v.01
dar	ухӏнаухъес	778_enter	NA
dar	хабар	226_fairytale	NA
dar	хабар	227_story	NA
dar	хабар	228_message	NA
dar	хабар	229_news	NA
dar	хурег	348_food	food.n.02
dar	хурег	349_dish	NA
dar	хъали	307_house	house.n.01
dar	хъали	308_home	NA
dar	хъар	276_end	end.n.09
dar	хъар	448_end	end.n.03
dar	хьунул	194_woman	woman.n.01
dar	хьунул	211_wife	wife.n.01
dar	цӏа	291_campfire	NA
dar	цӏа	70_fire	fire.n.03
dar	цӏикӏси	497_pointed	pointed.a.01
dar	цӏикӏси	521_sour	sour.a.02
dar	цӏули	175_seed	seed.n.02
dar	цӏули	351_corn	NA
dar	чебяхӏахъес	680_hang	NA
dar	чебяхӏахъес	828_hangup	hang.v.02
dar	чӏалхьа	303_pole	pole.n.01
dar	чӏалхьа	305_staff	NA
dar	чӏумаси	491_firmsolid	NA
dar	чӏумаси	494_hard	hard.a.03
dar	шанг	345_pot	pot.n.01
dar	шанг	346_kettle	kettle.n.01
dar	ши	405_village	village.n.02
dar	ши	639_everything	all.a.01
dar	эс	981_say	allege.v.01
dar	эс	988_convey	NA
dar	яда	119_pine	pine.n.01
dar	яда	121_fir	fir.n.02
ddo	адаьз	612_forward	NA
ddo	адаьз	630_infrontof	NA
ddo	ара	115_limb	branch.n.02
ddo	ара	116_twig	NA
ddo	атӏйу	507_damp	NA
ddo	атӏйу	508_wet	wet.a.01
ddo	ах	21_belly	abdomen.n.01
ddo	ах	47_stomach	stomach.n.01
ddo	ашуни	376_belt	belt.n.02
ddo	ашуни	83_rainbow	rainbow.n.01
ddo	бабйус эсйу	208_uncle	uncle.n.01
ddo	бабйус эсйу	209_aunt	aunt.n.01
ddo	байа	779_come	arrive.v.01
ddo	байа	780_arrive	arrive.v.01
ddo	байа	899_hand	NA
ddo	бару	194_woman	woman.n.01
ddo	бару	211_wife	wife.n.01
ddo	баша	30_finger	finger.n.01
ddo	баша	33_toe	toe.n.01
ddo	баӏкьа	696_fall	fall.v.01
ddo	баӏкьа	756_tumble	NA
ddo	баӏлӏа	972_sweep	sweep.v.06
ddo	баӏлӏа	973_sweep	NA
ddo	бегира	858_stick	NA
ddo	бегира	882_send	mail.v.02
ddo	бесвалъа	760_rush	NA
ddo	бесвалъа	761_hurry	rush.v.04
ddo	бета	789_love	love.v.03
ddo	бета	790_like	NA
ddo	бета	814_want	desire.v.01
ddo	бетӏункӏолӏа	764_jump	jump.v.01
ddo	бетӏункӏолӏа	772_fly	fly.v.01
ddo	бетӏура	855_tearoff	NA
ddo	бетӏура	947_gather	gather.v.01
ddo	бетӏура	948_pick	NA
ddo	беха	750_die	die.v.01
ddo	беха	751_perish	NA
ddo	бехура	892_spoil	NA
ddo	бехура	893_damage	damage.v.01
ddo	бехура	944_kill	kill.v.10
ddo	беца	701_thaw	NA
ddo	беца	702_melt	NA
ddo	бецура	859_break	break.v.05
ddo	бецура	894_break	NA
ddo	беӏже	481_big	large.a.01
ddo	беӏже	566_agedold	NA
ddo	беӏчӏа	856_cutoff	NA
ddo	беӏчӏа	866_cut	cut.v.01
ddo	бигкӏа	838_improve	NA
ddo	бигкӏа	980_decorate	NA
ddo	биза	710_appear	NA
ddo	биза	715_rise	ascend.v.01
ddo	биза	743_getup	NA
ddo	биза	754_standup	NA
ddo	бизира	830_pickup	pick_up.v.02
ddo	бизира	846_raise	NA
ddo	бизира	847_lift	raise.v.02
ddo	бизира	907_wake	NA
ddo	бийа	1000_know	know.v.01
ddo	бийа	807_feel	NA
ddo	бийа	959_ripen	NA
ddo	бийра	805_taste	taste.v.01
ddo	бийра	996_recognize	NA
ddo	бикада	800_see	see.v.01
ddo	бикада	809_show	NA
ddo	бикӏа	709_pass	NA
ddo	бикӏа	757_walk	walk.v.01
ddo	бикӏа	771_drive	drive.v.01
ddo	бикӏа	773_go	travel.v.01
ddo	бикӏа	774_goaway	exit.v.01
ddo	бикӏа	909_guide	NA
ddo	биса	1011_buy	buy.v.01
ddo	биса	849_hold	hold.v.02
ddo	биса	887_take	take.v.04
ddo	бих	110_grass	grass.n.01
ddo	бих	177_hay	hay.n.01
ddo	бихъа	848_seize	NA
ddo	бихъа	878_catch	catch.v.04
ddo	бихъа	879_grab	NA
ddo	бихъа	885_get	NA
ddo	бихъа	886_receive	get.v.01
ddo	бихъа	950_fish	NA
ddo	бихъа	951_catch	NA
ddo	бихӏа	755_sitdown	NA
ddo	бихӏа	864_spread	unfold.v.04
ddo	бихӏа	967_dye	dye.v.01
ddo	бихӏа	979_comb	NA
ddo	бица	826_connect	NA
ddo	бица	857_tie	tie.v.01
ddo	бица	954_tieup	NA
ddo	бича	1001_remember	remember.v.01
ddo	бича	733_live	NA
ddo	бича	776_stop	NA
ddo	бича	817_stop	NA
ddo	бича	945_dwell	populate.v.01
ddo	бичира	823_place	NA
ddo	бичира	831_leave	NA
ddo	бичӏа	690_blow	blow.v.02
ddo	бичӏа	840_dig	dig.v.01
ddo	биша	347_meal	meal.n.01
ddo	биша	737_eat	eat.v.01
ddo	бишани	348_food	food.n.02
ddo	бишани	349_dish	NA
ddo	бишра	952_herd	NA
ddo	бишра	955_feed	NA
ddo	богъа	850_press	press.v.01
ddo	богъа	976_takeoff	NA
ddo	болӏа	746_beill	NA
ddo	болӏа	747_ache	NA
ddo	болӏеха	686_rise	rise.v.01
ddo	болӏеха	716_grow	grow.v.03
ddo	боха	798_flee	flee.v.01
ddo	боха	799_escape	NA
ddo	бохъа	681_become	become.v.01
ddo	бохъа	682_happen	NA
ddo	бохъа	734_beborn	be_born.v.01
ddo	бохъа	777_goin	enter.v.01
ddo	бохъа	778_enter	NA
ddo	бохъа	818_succeed	NA
ddo	бохъа	819_turnout	NA
ddo	боцура	968_clean	NA
ddo	боцура	970_wipe	wipe.v.01
ddo	булъира	834_make	produce.v.02
ddo	булъира	835_produce	NA
ddo	булъира	881_divide	divide.v.01
ddo	бута	781_comeback	hark_back.v.01
ddo	бута	920_assemble	NA
ddo	бутира	845_turnturnaround	NA
ddo	бутира	872_wrap	wind.v.03
ddo	буци	456_month	calendar_month.n.01
ddo	буци	58_moon	moon.n.01
ddo	буӏхъеӏлъа	687_set	NA
ddo	буӏхъеӏлъа	880_hide	NA
ddo	вахӏхӏо	615_below	low.r.01
ddo	вахӏхӏо	632_under	NA
ddo	гугира	832_lose	NA
ddo	гугира	833_drop	NA
ddo	гупӏ	94_hill	NA
ddo	гупӏ	95_elevation	NA
ddo	гупӏ	99_slope	NA
ddo	гъун	112_tree	tree.n.01
ddo	гъун	299_wood	wood.n.01
ddo	гьаракь	234_voice	voice.n.02
ddo	гьаракь	240_tone	NA
ddo	дадару	489_thin	NA
ddo	дадару	490_delicatefine	NA
ddo	дунйал	429_world	NA
ddo	дунйал	73_weather	weather.n.01
ddo	ихин	337_pouch	NA
ddo	ихин	343_sack	NA
ddo	кеца	679_lie	NA
ddo	кеца	740_fallasleep	NA
ddo	кеца	741_sleep	sleep.v.01
ddo	кид	197_girl	female_child.n.01
ddo	кид	205_daughter	daughter.n.01
ddo	кокору	495_soft	soft.a.01
ddo	кокору	552_gentle	NA
ddo	кул бода	783_wait	NA
ddo	кул бода	784_await	NA
ddo	къадарав	559_bad	bad.a.01
ddo	къадарав	561_nastydire	NA
ddo	къикъа	705_rot	NA
ddo	къикъа	706_decay	NA
ddo	къуват	391_force	NA
ddo	къуват	392_strength	NA
ddo	къуватав	537_powerful	NA
ddo	къуватав	538_strong	strong.a.01
ddo	кӏекӏра	825_touch	touch.v.01
ddo	кӏекӏра	905_rock	NA
ddo	кӏолӏа	763_run	run.v.01
ddo	кӏолӏа	766_seesaw	NA
ddo	лахлӏа	694_sway	NA
ddo	лахлӏа	695_swing	NA
ddo	лела	123_feather	feather.n.01
ddo	лела	125_wing	wing.n.01
ddo	лъетӏа	888_choose	choose.v.01
ddo	лъетӏа	889_select	NA
ddo	лӏаӏб	117_leaf	blade.n.01
ddo	лӏаӏб	457_year	year.n.01
ddo	лӏе	322_ladder	ladder.n.01
ddo	лӏе	399_bridge	bridge.n.01
ddo	лӏиса	874_drag	NA
ddo	лӏиса	875_pull	pull.v.01
ddo	лӏисирнада	765_climb	climb.v.01
ddo	лӏисирнада	767_creep	NA
ddo	макӏа	266_space	NA
ddo	макӏа	267_place	position.n.01
ddo	матӏи	152_goose	goose.n.01
ddo	матӏи	154_duck	duck.n.01
ddo	маӏхъ	303_pole	pole.n.01
ddo	маӏхъ	305_staff	NA
ddo	метӏри	256_piece	part.n.03
ddo	метӏри	257_part	part.n.02
ddo	мец	233_language	language.n.01
ddo	мец	6_tongue	tongue.n.01
ddo	мечӏ	17_neck	neck.n.01
ddo	мечӏ	373_collar	collar.n.01
ddo	мешира	829_light	ignite.v.01
ddo	мешира	829_light	light.a.01
ddo	мешолга	12_moustache	NA
ddo	мешолга	13_beard	beard.n.01
ddo	молъу	31_fingernail	fingernail.n.01
ddo	молъу	32_nail	NA
ddo	молӏу	54_sleep	NA
ddo	молӏу	55_dream	NA
ddo	моӏлъа	910_teach	teach.v.01
ddo	моӏлъа	911_instruct	NA
ddo	мугьума	176_grain	grain.n.08
ddo	мугьума	351_corn	NA
ddo	нишйу	489_thin	NA
ddo	нишйу	490_delicatefine	NA
ddo	паӏлӏа	712_dropdescend	NA
ddo	паӏлӏа	728_blow	NA
ddo	рагӏал	272_fringe	NA
ddo	рагӏал	273_edge	edge.n.06
ddo	рагӏал	276_end	end.n.09
ddo	рилъ	355_fat	fat.n.01
ddo	рилъ	356_butter	butter.n.01
ddo	рочӏи	79_frost	NA
ddo	рочӏи	80_chill	NA
ddo	сидахъулъ	596_once	NA
ddo	сидахъулъ	601_once	NA
ddo	сулӏлӏи	584_atonce	immediately.r.01
ddo	сулӏлӏи	585_together	NA
ddo	сулӏлӏи	588_instantly	NA
ddo	сурат бода	1007_paint	paint.v.02
ddo	сурат бода	1008_draw	NA
ddo	телӏа	1012_sell	sell.v.01
ddo	телӏа	898_give	give.v.03
ddo	телӏа	900_give	NA
ddo	техъра	803_hear	hear.v.01
ddo	техъра	804_listen	listen.v.01
ddo	тӏетӏра	1004_count	count.v.01
ddo	тӏетӏра	1006_read	read.v.01
ddo	тӏетӏра	999_learn	learn.v.01
ddo	ужи	196_boy	male_child.n.01
ddo	ужи	204_son	son.n.01
ddo	хабар	227_story	NA
ddo	хабар	228_message	NA
ddo	хабар	229_news	NA
ddo	хабарйада	983_talk	NA
ddo	хабарйада	984_chat	NA
ddo	хизйо	589_later	NA
ddo	хизйо	594_then	NA
ddo	хизйо	598_afterwards	NA
ddo	хода	916_invite	invite.v.02
ddo	хода	986_request	ask.v.02
ddo	хӏадурлъи рода	788_prepare	NA
ddo	хӏадурлъи рода	960_cook	cook.v.02
ddo	хӏакъ	415_sin	NA
ddo	хӏакъ	425_price	price.n.02
ddo	хӏалтӏи	245_work	work.n.01
ddo	хӏалтӏи	253_matter	NA
ddo	хӏалӏа	736_drink	drink.v.01
ddo	хӏалӏа	937_shove	NA
ddo	хӏилла бода	942_deceive	NA
ddo	хӏилла бода	943_cheat	NA
ddo	хӏутку	307_house	house.n.01
ddo	хӏутку	308_home	NA
ddo	хӏуч	261_line	line.n.04
ddo	хӏуч	262_stroke	NA
ddo	цалӏа	858_stick	NA
ddo	цалӏа	877_throw	flip.v.06
ddo	цалӏа	931_shoot	shoot.v.01
ddo	цах	261_line	line.n.04
ddo	цах	262_stroke	NA
ddo	цӏи	291_campfire	NA
ddo	цӏи	397_fever	fever.n.01
ddo	цӏи	70_fire	fire.n.03
ddo	цӏокъийу	497_pointed	pointed.a.01
ddo	цӏокъийу	498_sharp	sharp.a.09
ddo	цӏунзи бода	876_keep	keep.v.03
ddo	цӏунзи бода	890_preserve	conserve.v.02
ddo	чухъа	995_notice	NA
ddo	чухъа	996_recognize	NA
ddo	чӏалъа	810_hear	NA
ddo	чӏалъа	996_recognize	NA
ddo	чӏалъа	998_understand	understand.v.01
ddo	чӏичӏин	14_chin	chin.n.01
ddo	чӏичӏин	15_jaw	jaw.n.01
ddo	шебин	270_item	NA
ddo	шебин	271_thing	thing.n.12
ddo	шекьа	977_puton	wear.v.09
ddo	шекьа	978_getdressed	NA
ddo	шору	103_shore	NA
ddo	шору	104_coast	NA
ddo	шулайаб	491_firmsolid	NA
ddo	шулайаб	494_hard	hard.a.03
ddo	эза	801_lookat	look.v.01
ddo	эза	802_watch	NA
ddo	эса	987_tell	tell.v.03
ddo	эса	988_convey	NA
ddo	эсада	969_wash	wash.v.03
ddo	эсада	975_wash	NA
ddo	эсанада	768_swim	swim.v.01
ddo	эсанада	974_bath	bathe.v.01
ddo	эсира	985_ask	ask.v.05
ddo	эсира	986_request	ask.v.02
ddo	эсйу	206_brother	brother.n.01
ddo	эсйу	207_sister	sister.n.01
ddo	эчу	199_grandfather	grandfather.n.01
ddo	эчу	200_grandmother	grandma.n.01
ddo	эшада	962_bake	bake.v.02
ddo	эшада	963_fry	NA
deu	alt	563_old	old.a.01
deu	alt	566_agedold	NA
deu	anzünden	829_light	ignite.v.01
deu	anzünden	829_light	light.a.01
deu	Kiefer	119_pine	pine.n.01
deu	Kiefer	15_jaw	jaw.n.01
deu	Nagel	329_nail	nail.n.02
deu	Nagel	32_nail	NA
deu	scheinen	688_shine	shine.v.02
deu	scheinen	808_seem	look.v.02
deu	Weide	120_willow	NA
deu	Weide	401_pasture	pasture.n.01
ekk	aas	181_noose	NA
ekk	aas	92_meadow	NA
ekk	abikaasa	210_husband	husband.n.01
ekk	abikaasa	211_wife	wife.n.01
ekk	all	615_below	low.r.01
ekk	all	632_under	NA
ekk	andma	898_give	give.v.03
ekk	andma	899_hand	NA
ekk	ärkama	742_wakeup	wake_up.v.02
ekk	ärkama	743_getup	NA
ekk	arv	254_count	NA
ekk	arv	284_amount	NA
ekk	asetama	822_put	NA
ekk	asetama	824_lay	NA
ekk	elama	733_live	NA
ekk	elama	945_dwell	populate.v.01
ekk	enne	599_before	NA
ekk	enne	600_atfirst	NA
ekk	ese	270_item	NA
ekk	ese	271_thing	thing.n.12
ekk	hääl	234_voice	voice.n.02
ekk	hääl	239_sound	noise.n.01
ekk	hakkama	681_become	become.v.01
ekk	hakkama	683_begin	NA
ekk	hakkama	815_start	begin.v.03
ekk	helisema	720_chime	NA
ekk	helisema	721_ring	NA
ekk	hoidma	849_hold	hold.v.02
ekk	hoidma	890_preserve	conserve.v.02
ekk	hulk	254_count	NA
ekk	hulk	284_amount	NA
ekk	ilmuma	710_appear	NA
ekk	ilmuma	809_show	NA
ekk	jalg	34_foot	foot.n.01
ekk	jalg	38_leg	leg.n.02
ekk	joon	261_line	line.n.04
ekk	joon	262_stroke	NA
ekk	kaitsma	928_protect	NA
ekk	kaitsma	929_defend	defend.v.03
ekk	kartma	796_beafraid	NA
ekk	kartma	797_beafraidof	NA
ekk	kasvama	714_increase	NA
ekk	kasvama	716_grow	grow.v.03
ekk	keel	233_language	language.n.01
ekk	keel	6_tongue	tongue.n.01
ekk	kena	501_beautiful	beautiful.a.01
ekk	kena	542_pretty	NA
ekk	kihutama	762_dash	NA
ekk	kihutama	763_run	run.v.01
ekk	kiirustama	760_rush	NA
ekk	kiirustama	761_hurry	rush.v.04
ekk	kohisema	723_roar	NA
ekk	kohisema	724_rustle	NA
ekk	kõne	225_talk	NA
ekk	kõne	232_speech	address.n.03
ekk	kõnelema	982_speak	speak.v.03
ekk	kõnelema	983_talk	NA
ekk	koor	114_bark	bark.n.01
ekk	koor	178_peelhusk	NA
ekk	kott	339_bag	NA
ekk	kott	343_sack	NA
ekk	külm	504_cold	cold.a.01
ekk	külm	80_chill	NA
ekk	küngas	94_hill	NA
ekk	küngas	95_elevation	NA
ekk	kutsuma	916_invite	invite.v.02
ekk	kutsuma	990_call	call.v.05
ekk	kuu	456_month	calendar_month.n.01
ekk	kuu	58_moon	moon.n.01
ekk	küüs	126_claw	claw.n.01
ekk	küüs	31_fingernail	fingernail.n.01
ekk	küüs	32_nail	NA
ekk	langema	696_fall	fall.v.01
ekk	langema	712_dropdescend	NA
ekk	liikuma	752_move	NA
ekk	liikuma	753_budge	NA
ekk	lööma	861_hit	NA
ekk	lööma	934_beat	NA
ekk	lõuna	296_south	south.n.03
ekk	lõuna	452_noon	noon.n.01
ekk	maa	430_country	country.n.02
ekk	maa	65_ground	NA
ekk	maa	66_earth	land.n.02
ekk	mädanema	705_rot	NA
ekk	mädanema	706_decay	NA
ekk	mees	193_man	man.n.01
ekk	mees	210_husband	husband.n.01
ekk	mustus	184_filth	NA
ekk	mustus	88_dirt	NA
ekk	nahk	363_leather	leather.n.01
ekk	nahk	40_skin	hide.n.02
ekk	naine	194_woman	woman.n.01
ekk	naine	211_wife	wife.n.01
ekk	nurk	274_corner	corner.n.03
ekk	nurk	278_angle	NA
ekk	õhuke	489_thin	NA
ekk	õhuke	490_delicatefine	NA
ekk	oks	115_limb	branch.n.02
ekk	oks	116_twig	NA
ekk	ootama	783_wait	NA
ekk	ootama	784_await	NA
ekk	õpetama	910_teach	teach.v.01
ekk	õpetama	911_instruct	NA
ekk	pada	345_pot	pot.n.01
ekk	pada	346_kettle	kettle.n.01
ekk	painutama	841_bow	NA
ekk	painutama	842_bend	NA
ekk	panema	822_put	NA
ekk	panema	823_place	NA
ekk	panema	824_lay	NA
ekk	parandama	837_repairmend	NA
ekk	parandama	838_improve	NA
ekk	pea	19_head	head.n.01
ekk	pea	593_soon	soon.r.01
ekk	peitma	880_hide	NA
ekk	peitma	941_conceal	hide.v.01
ekk	petma	942_deceive	NA
ekk	petma	943_cheat	NA
ekk	pime	523_dark	dark.a.02
ekk	pime	535_blind	blind.a.01
ekk	pistma	858_stick	NA
ekk	pistma	936_sting	NA
ekk	põgenema	798_flee	flee.v.01
ekk	põgenema	799_escape	NA
ekk	pool	258_half	one-half.n.01
ekk	pool	268_side	side.n.01
ekk	pühkima	972_sweep	sweep.v.06
ekk	pühkima	973_sweep	NA
ekk	puhuma	690_blow	blow.v.02
ekk	puhuma	728_blow	NA
ekk	puu	112_tree	tree.n.01
ekk	puu	299_wood	wood.n.01
ekk	püüdma	787_try	try.v.01
ekk	püüdma	878_catch	catch.v.04
ekk	püüdma	951_catch	NA
ekk	raputama	867_jog	NA
ekk	raputama	868_shake	shake.v.08
ekk	rikkuma	892_spoil	NA
ekk	rikkuma	893_damage	damage.v.01
ekk	rind	23_bosom	breast.n.02
ekk	rind	24_breast	thorax.n.02
ekk	ruttama	760_rush	NA
ekk	ruttama	761_hurry	rush.v.04
ekk	saama	681_become	become.v.01
ekk	saama	885_get	NA
ekk	saama	886_receive	get.v.01
ekk	see	637_this	NA
ekk	see	638_that	NA
ekk	segama	939_disturb	NA
ekk	segama	964_stir	NA
ekk	sisenema	777_goin	enter.v.01
ekk	sisenema	778_enter	NA
ekk	sõber	251_friend	friend.n.01
ekk	sõber	252_companion	NA
ekk	sulama	701_thaw	NA
ekk	sulama	702_melt	NA
ekk	süütama	829_light	ignite.v.01
ekk	süütama	829_light	light.a.01
ekk	täht	409_character	NA
ekk	täht	59_star	star.n.03
ekk	tee	362_tea	tea.n.01
ekk	tee	403_way	NA
ekk	tee	404_road	road.n.01
ekk	tegema	812_do	act.v.02
ekk	tegema	834_make	produce.v.02
ekk	teine	578_other	other.a.01
ekk	teine	580_second	second.s.01
ekk	tõusma	686_rise	rise.v.01
ekk	tõusma	715_rise	ascend.v.01
ekk	tüssama	942_deceive	NA
ekk	tüssama	943_cheat	NA
ekk	ühendama	826_connect	NA
ekk	ühendama	917_unite	join.v.02
ekk	üles tõstma	830_pickup	pick_up.v.02
ekk	üles tõstma	847_lift	raise.v.02
ekk	uss	163_snake	snake.n.01
ekk	uss	164_worm	worm.n.01
ekk	vaatama	801_lookat	look.v.01
ekk	vaatama	802_watch	NA
ekk	valima	888_choose	choose.v.01
ekk	valima	889_select	NA
ekk	valmistama	788_prepare	NA
ekk	valmistama	835_produce	NA
ekk	valmistama	960_cook	cook.v.02
ekk	vana	563_old	old.a.01
ekk	vana	566_agedold	NA
ekk	või	356_butter	butter.n.01
ekk	või	676_or	NA
ekk	voolama	691_stream	NA
ekk	voolama	692_flow	run.v.06
ell	αέρας	60_air	air.n.01
ell	αέρας	61_wind	wind.n.01
ell	ακούω	803_hear	hear.v.01
ell	ακούω	804_listen	listen.v.01
ell	ακούω	810_hear	NA
ell	ακούω	998_understand	understand.v.01
ell	άκρη	272_fringe	NA
ell	άκρη	273_edge	edge.n.06
ell	άκρη	276_end	end.n.09
ell	αλλάζω	685_change	NA
ell	αλλάζω	839_alter	change.v.01
ell	ανάβω	829_light	ignite.v.01
ell	ανάβω	829_light	light.a.01
ell	απόσταση	263_gap	NA
ell	απόσταση	264_distance	NA
ell	αρχίζω	683_begin	NA
ell	αρχίζω	815_start	begin.v.03
ell	βαδίζω	758_step	NA
ell	βαδίζω	773_go	travel.v.01
ell	βαστώ	1016_endure	NA
ell	βαστώ	849_hold	hold.v.02
ell	βλέπω	800_see	see.v.01
ell	βλέπω	802_watch	NA
ell	βουΐζω	723_roar	NA
ell	βουΐζω	724_rustle	NA
ell	βράζω	704_boil	boil.v.01
ell	βράζω	961_boil	NA
ell	βρωμιά	184_filth	NA
ell	βρωμιά	88_dirt	NA
ell	γίνομαι	681_become	become.v.01
ell	γίνομαι	819_turnout	NA
ell	γλώσσα	233_language	language.n.01
ell	γλώσσα	6_tongue	tongue.n.01
ell	γράμμα	407_letter	letter.n.01
ell	γράμμα	409_character	NA
ell	γραμμή	261_line	line.n.04
ell	γραμμή	262_stroke	NA
ell	γυρίζω	693_revolve	NA
ell	γυρίζω	844_turnover	swing_around.v.01
ell	γυρίζω	845_turnturnaround	NA
