Language_ID	Value	Source_ID	Source_Value
enf	ӈузу	NA	NA
enf	ӈуу	NA	NA
enf	обури	NA	NA
enf	одьдуз	NA	NA
enf	озидь	NA	NA
enf	озиҫь	NA	NA
enf	ок	NA	NA
enf	ома	NA	NA
enf	онэй	NA	NA
enf	оочь	NA	NA
enf	ортэ	NA	NA
enf	отэҫь	NA	NA
enf	паздучь	NA	NA
enf	пазтагуҫь	NA	NA
enf	пазтаҫь	NA	NA
enf	пери	NA	NA
enf	пи	NA	NA
enf	пидаҫь	NA	NA
enf	пиичь	NA	NA
enf	пирегуҫь	NA	NA
enf	помон	NA	NA
enf	порзагуҫь	NA	NA
enf	порукучь	NA	NA
enf	поҫтэ	NA	NA
enf	пу	NA	NA
enf	пэна	NA	NA
enf	пэною	NA	NA
enf	пэсгуҫь	NA	NA
enf	пя	NA	NA
enf	пяҫь	NA	NA
enf	сайдума	NA	NA
enf	сԑа	NA	NA
enf	сԑзхудаҫь	NA	NA
enf	сԑргуҫь	NA	NA
enf	сԑруҫь	NA	NA
enf	сԑхери	NA	NA
enf	сԑхери дябу	NA	NA
enf	сойза	NA	NA
enf	соҫи	NA	NA
enf	сыра	NA	NA
enf	сэй	NA	NA
enf	сэӈидь	NA	NA
enf	ҫе	NA	NA
enf	ҫедагуҫь	NA	NA
enf	тада	NA	NA
enf	тачизаҫь	NA	NA
enf	тԑнԑда	NA	NA
enf	тԑнԑчь	NA	NA
enf	тԑраҫь	NA	NA
enf	то	NA	NA
enf	тобъя	NA	NA
enf	тор	NA	NA
enf	торуҫь	NA	NA
enf	тоҫь	NA	NA
enf	тотагуҫь	NA	NA
enf	тоходаҫь	NA	NA
enf	точкуз	NA	NA
enf	туҫа	NA	NA
enf	тэчиза	NA	NA
enf	уб	NA	NA
enf	чики	NA	NA
enf	чикирухун	NA	NA
enf	чубай	NA	NA
enf	чунэҫь	NA	NA
enf	чуҫь	NA	NA
enf	эба	NA	NA
enf	энчу	NA	NA
eng	comb	NA	NA
eng	fat	NA	NA
eng	hand	NA	NA
eng	paint	NA	NA
eng	sweep	NA	NA
ess	авуӷиӄуӄ	NA	NA
ess	аглятаӄа	NA	NA
ess	агуӽлъыӄа	NA	NA
ess	агуӽлъыӄуӄ	NA	NA
ess	акузиӄуӄ	NA	NA
ess	акуӄаӷаӄа	NA	NA
ess	аӄниӷаӄуӄ	NA	NA
ess	аӄниӷныӄ	NA	NA
ess	алиӄаӄуӄ	NA	NA
ess	алъяӈуӽтаӄуӄ	NA	NA
ess	алыӽӄуӷаӄуӄ	NA	NA
ess	ама	NA	NA
ess	амираӄ	NA	NA
ess	афлъиӈаӄаӄа	NA	NA
ess	афлъиӈаӄаӄуӄ	NA	NA
ess	гаӷаӄа	NA	NA
ess	гуйгу	NA	NA
ess	иглыӽтаӄуӄ	NA	NA
ess	иӷивгаӄ	NA	NA
ess	иӷныӷу̌аӄ	NA	NA
ess	икнаӄа	NA	NA
ess	иӄа	NA	NA
ess	иӄук	NA	NA
ess	иля	NA	NA
ess	иляӈани	NA	NA
ess	ипылӷи	NA	NA
ess	итӽаӄуӄ	NA	NA
ess	иӽлъыӷаӷаӄа	NA	NA
ess	иӽлъыӄаӄу̌аӄуӄ	NA	NA
ess	калӈапыгаӄ	NA	NA
ess	кумаӽтаӄа	NA	NA
ess	кумлятаӄуӄ	NA	NA
ess	кынля	NA	NA
ess	кыстиӄуӄ	NA	NA
ess	ӄилягаӄуӄ	NA	NA
ess	ӄиргыся	NA	NA
ess	ӄулваӷаӄуӄ	NA	NA
ess	лыӈаӷутаӄа	NA	NA
ess	матын	NA	NA
ess	маюӷаӄуӄ	NA	NA
ess	мысяк	NA	NA
ess	нагаӄуӷаӄуӄ	NA	NA
ess	нарисувиӷаӄуӄ	NA	NA
ess	нуна	NA	NA
ess	ны	NA	NA
ess	ныӄа	NA	NA
ess	нымыгьяӄ	NA	NA
ess	пара	NA	NA
ess	пигаӄуӄ	NA	NA
ess	пикыӈаӄуӄ	NA	NA
ess	пугимаӷаӄуӄ	NA	NA
ess	сиӈигракыхтаӄ	NA	NA
ess	тагани	NA	NA
ess	танӄиӄ	NA	NA
ess	таӽтуӷаӄуӄ	NA	NA
ess	таюӽӄаӄуӄ	NA	NA
ess	тума	NA	NA
ess	тыкышӄаӄ	NA	NA
ess	тырылъыӄ	NA	NA
ess	угляхтаталя	NA	NA
ess	уксюӄ	NA	NA
ess	улимаӄа	NA	NA
ess	улимаӄуӄ	NA	NA
ess	улю	NA	NA
ess	утаӄаӄа	NA	NA
ess	утыӷмун	NA	NA
ess	уюӷаӄ	NA	NA
ess	ӽаиаӷьюху̌аӷаӄа	NA	NA
ess	ӽутаӄуӄ	NA	NA
ess	ыслъя	NA	NA
ess	ыстук	NA	NA
ess	ювӷиӷаӄуӄ	NA	NA
ess	юк	NA	NA
eus	adar	NA	NA
eus	aditu	NA	NA
eus	altxatu	NA	NA
eus	apurtu	NA	NA
eus	argi	NA	NA
eus	arrotz	NA	NA
eus	astindu	NA	NA
eus	atzapar	NA	NA
eus	atzera	NA	NA
eus	aukeratu	NA	NA
eus	azal	NA	NA
eus	azazkal	NA	NA
eus	bakarrik	NA	NA
eus	batu	NA	NA
eus	bazter	NA	NA
eus	begiratu	NA	NA
eus	beldur izan	NA	NA
eus	bero	NA	NA
eus	berri	NA	NA
eus	bete	NA	NA
eus	bihurtu	NA	NA
eus	bildu	NA	NA
eus	biratu	NA	NA
eus	bizi izan	NA	NA
eus	bukatu	NA	NA
eus	bultzatu	NA	NA
eus	buru	NA	NA
eus	egin	NA	NA
eus	ehun	NA	NA
eus	entzun	NA	NA
eus	erdi	NA	NA
eus	ernegatu	NA	NA
eus	erori	NA	NA
eus	ertz	NA	NA
eus	esnatu	NA	NA
eus	estali	NA	NA
eus	estekatu	NA	NA
eus	etxe	NA	NA
eus	ezkutatu	NA	NA
eus	ezti	NA	NA
eus	garbitu	NA	NA
eus	gelditu	NA	NA
eus	gertatu	NA	NA
eus	gogo	NA	NA
eus	goratu	NA	NA
eus	gose	NA	NA
eus	goxo	NA	NA
eus	haserretu	NA	NA
eus	hasi	NA	NA
eus	hautatu	NA	NA
eus	hazi	NA	NA
eus	hego	NA	NA
eus	heldu	NA	NA
eus	herri	NA	NA
eus	hil	NA	NA
eus	hirotu	NA	NA
eus	hitz egin	NA	NA
eus	hobi	NA	NA
eus	hondar	NA	NA
eus	hotz	NA	NA
eus	huts	NA	NA
eus	igo	NA	NA
eus	igurtzi	NA	NA
eus	ihes egin	NA	NA
eus	ile	NA	NA
eus	inarrosi	NA	NA
eus	indar	NA	NA
eus	ireki	NA	NA
eus	isuri	NA	NA
eus	itzuli	NA	NA
eus	jan	NA	NA
eus	jantzi	NA	NA
eus	jaso	NA	NA
eus	jesarri	NA	NA
eus	jo	NA	NA
eus	joan	NA	NA
eus	kopuru	NA	NA
eus	kulunkatu	NA	NA
eus	larru	NA	NA
eus	laster	NA	NA
eus	lau	NA	NA
eus	lehor	NA	NA
eus	lohi	NA	NA
eus	lur	NA	NA
eus	makila	NA	NA
eus	moztu	NA	NA
eus	ondoren	NA	NA
eus	ordaindu	NA	NA
eus	piztu	NA	NA
eus	sartu	NA	NA
eus	su	NA	NA
eus	urdin	NA	NA
eus	usteldu	NA	NA
eus	zikin	NA	NA
eus	zoru	NA	NA
evn	акӣн	NA	NA
evn	алапчу	NA	NA
evn	ала̄тчэ-мӣ	NA	NA
evn	ама̄ка̄	NA	NA
evn	ана-мӣ	NA	NA
evn	асӣ	NA	NA
evn	ая̄в-мӣ	NA	NA
evn	бака-мӣ	NA	NA
evn	бе̄га	NA	NA
evn	бу-мӣ	NA	NA
evn	бусэ	NA	NA
evn	га-мӣ	NA	NA
evn	гара	NA	NA
evn	гудей	NA	NA
evn	гэлэ̄де-мӣ	NA	NA
evn	гэлэ̄н	NA	NA
evn	дага	NA	NA
evn	девгэ̄	NA	NA
evn	до̄лды̄дя-мӣ	NA	NA
evn	дукӯвӯн	NA	NA
evn	дуннэ	NA	NA
evn	дю̄ 	NA	NA
evn	дял	NA	NA
evn	дяпка	NA	NA
evn	дярин	NA	NA
evn	ӣ-ми	NA	NA
evn	имӯрэ̄	NA	NA
evn	инэӈ	NA	NA
evn	иӈин	NA	NA
evn	ириде-мӣ	NA	NA
evn	иркин	NA	NA
evn	ичэт-мӣ	NA	NA
evn	калан	NA	NA
evn	капу-мӣ	NA	NA
evn	кэӣт-мӣ	NA	NA
evn	масло	NA	NA
evn	мирэ	NA	NA
evn	мисиктэ	NA	NA
evn	мо̄ка̄н	NA	NA
evn	нонон	NA	NA
evn	нул-ми	NA	NA
evn	нэкӯн	NA	NA
evn	няӈня	NA	NA
evn	ӈо̄ним	NA	NA
evn	ӈэ̄лэтчэ-мӣ	NA	NA
evn	ӈэнэде-мӣ	NA	NA
evn	о̄-мӣ	NA	NA
evn	одё-мӣ	NA	NA
evn	о̄кин-да̄	NA	NA
evn	о̄нӈан	NA	NA
evn	осӣкта	NA	NA
evn	са̄вка	NA	NA
evn	са̄мэлки	NA	NA
evn	сигдылэ̄	NA	NA
evn	со̄	NA	NA
evn	сукча-мӣ	NA	NA
evn	та̄дук	NA	NA
evn	таӈдя-мӣ	NA	NA
evn	тар	NA	NA
evn	туксан-мӣ	NA	NA
evn	тумиты	NA	NA
evn	турэ̄н	NA	NA
evn	тырганӣ	NA	NA
evn	тэгэ-мӣ	NA	NA
evn	тэде̄	NA	NA
evn	тэт-мӣ	NA	NA
evn	улэ̄вӯн	NA	NA
evn	умнэ̄	NA	NA
evn	умнэ̄кэ̄н	NA	NA
evn	умнэ̄т	NA	NA
evn	унта	NA	NA
evn	ургэ	NA	NA
evn	усӣ	NA	NA
evn	хава̄	NA	NA
evn	хавалдя-ми	NA	NA
evn	хокто	NA	NA
evn	хукты-мӣ	NA	NA
evn	хули	NA	NA
evn	хуна̄тка̄н	NA	NA
evn	хутакан	NA	NA
evn	хутэ	NA	NA
evn	хэлинчэде-мӣ	NA	NA
evn	э̄кун	NA	NA
evn	э̄ласа-да̄	NA	NA
evn	эмэ-мӣ	NA	NA
evn	эмэ̄н-мӣ	NA	NA
evn	эне̄кэ̄	NA	NA
evn	эрӣксэ	NA	NA
fin	ääni	NA	NA
fin	ajaa	NA	NA
fin	antaa	NA	NA
fin	asettaa	NA	NA
fin	asia	NA	NA
fin	häiritä	NA	NA
fin	haukkua	NA	NA
fin	henki	NA	NA
fin	jalka	NA	NA
fin	jättää	NA	NA
fin	joutua	NA	NA
fin	juosta	NA	NA
fin	kääntää	NA	NA
fin	kasvaa	NA	NA
fin	kätkeä	NA	NA
fin	katsoa	NA	NA
fin	kävellä	NA	NA
fin	kieli	NA	NA
fin	kiirehtiä	NA	NA
fin	kohista	NA	NA
fin	kuolla	NA	NA
fin	kuori	NA	NA
fin	kutsua	NA	NA
fin	kuulla	NA	NA
fin	kuusi	NA	NA
fin	kuvio	NA	NA
fin	kynsi	NA	NA
fin	lähteä	NA	NA
fin	lapio	NA	NA
fin	laskea	NA	NA
fin	lehti	NA	NA
fin	leikata	NA	NA
fin	loppua	NA	NA
fin	lyödä	NA	NA
fin	maa	NA	NA
fin	maata	NA	NA
fin	mädätä	NA	NA
fin	maha	NA	NA
fin	mäki	NA	NA
fin	maksaa	NA	NA
fin	mies	NA	NA
fin	nostaa	NA	NA
fin	nousta	NA	NA
fin	odottaa	NA	NA
fin	oikea	NA	NA
fin	opettaa	NA	NA
fin	pää	NA	NA
fin	paeta	NA	NA
fin	paha	NA	NA
fin	paistaa	NA	NA
fin	panna	NA	NA
fin	peittää	NA	NA
fin	pelätä	NA	NA
fin	pesä	NA	NA
fin	pistää	NA	NA
fin	pitää	NA	NA
fin	poika	NA	NA
fin	puhaltaa	NA	NA
fin	puu	NA	NA
fin	rinta	NA	NA
fin	ruoka	NA	NA
fin	saada	NA	NA
fin	säilyttää	NA	NA
fin	soida	NA	NA
fin	sulaa	NA	NA
fin	sytyttää	NA	NA
fin	syy	NA	NA
fin	taivuttaa	NA	NA
fin	tarttua	NA	NA
fin	tehdä	NA	NA
fin	terävä	NA	NA
fin	toinen	NA	NA
fin	tosi	NA	NA
fin	tulla	NA	NA
fin	työntää	NA	NA
fin	uni	NA	NA
fin	vahinko	NA	NA
fin	vajota	NA	NA
fin	väki	NA	NA
fin	valmistaa	NA	NA
fin	vanha	NA	NA
fin	vatsa	NA	NA
fin	vieras	NA	NA
fin	vilja	NA	NA
fin	yhdistää	NA	NA
fin	ymmärtää	NA	NA
fra	aimer	NA	NA
fra	aller	NA	NA
fra	allumer	NA	NA
fra	argent	NA	NA
fra	attacher	NA	NA
fra	bois	NA	NA
fra	bord	NA	NA
fra	briller	NA	NA
fra	brûler	NA	NA
fra	cher	NA	NA
fra	conte	NA	NA
fra	couper	NA	NA
fra	en bas	NA	NA
fra	en haut	NA	NA
fra	ensuite	NA	NA
fra	entendre	NA	NA
fra	fille	NA	NA
fra	garder	NA	NA
fra	gêner	NA	NA
fra	marcher	NA	NA
fra	mettre	NA	NA
fra	ongle	NA	NA
fra	osciller	NA	NA
fra	plat	NA	NA
fra	pourrir	NA	NA
fra	prendre	NA	NA
fra	regarder	NA	NA
fra	savoir	NA	NA
fra	se lever	NA	NA
fra	sonner	NA	NA
fra	temps	NA	NA
gld	адада	NA	NA
gld	амтасӣ	NA	NA
gld	аӈго̄ри	NA	NA
gld	а̄ори	NA	NA
gld	аргалаори	NA	NA
gld	байта	NA	NA
gld	ба̄ори	NA	NA
gld	баргиори	NA	NA
gld	баян	NA	NA
gld	биа	NA	NA
gld	биури	NA	NA
gld	боа	NA	NA
gld	боялиори	NA	NA
gld	бӯвури	NA	NA
gld	бурбури	NA	NA
gld	бэгди	NA	NA
gld	бэе	NA	NA
gld	бэлӣури	NA	NA
gld	валиаха	NA	NA
gld	гара	NA	NA
gld	гаса	NA	NA
gld	гиран	NA	NA
gld	гисурэ̄ндӯри	NA	NA
gld	гучкули	NA	NA
gld	гэлэури	NA	NA
gld	гэрэ̄н гурун	NA	NA
gld	да̄ма̄	NA	NA
gld	дасиори	NA	NA
gld	дё̄	NA	NA
gld	дёбо̄ри	NA	NA
gld	дерин	NA	NA
gld	до̄лдиори	NA	NA
gld	долин	NA	NA
gld	дэӈ-дэӈ бӣ	NA	NA
gld	дэрӯвури	NA	NA
gld	дэрэл	NA	NA
gld	дюлэ	NA	NA
gld	дяка	NA	NA
gld	дяпаори	NA	NA
gld	дяяори	NA	NA
gld	ива̄мбори	NA	NA
gld	илгалаори	NA	NA
gld	инярон	NA	NA
gld	ирбапси	NA	NA
gld	ӣури	NA	NA
gld	ичэури	NA	NA
gld	калан	NA	NA
gld	калта̄	NA	NA
gld	кира	NA	NA
gld	коах-коах бӣ	NA	NA
gld	кола̄н	NA	NA
gld	кота	NA	NA
gld	кочо̄ӈгиори	NA	NA
gld	мактачиори	NA	NA
gld	маси	NA	NA
gld	миаван	NA	NA
gld	мо̄	NA	NA
gld	мурун	NA	NA
gld	мэдэ̄	NA	NA
gld	на̄	NA	NA
gld	нангалаори	NA	NA
gld	ноӈди	NA	NA
gld	ноӈдисиори	NA	NA
gld	нэ̄ури	NA	NA
gld	ня̄ло̄н	NA	NA
gld	ӈа̄ла	NA	NA
gld	ӈэ̄гден	NA	NA
gld	ӈэ̄лэчиури	NA	NA
gld	олбимбори	NA	NA
gld	омиори	NA	NA
gld	омол	NA	NA
gld	оркин	NA	NA
gld	отолиори	NA	NA
gld	паси	NA	NA
gld	па̄чичиори	NA	NA
gld	пиокиачиори	NA	NA
gld	пойпори	NA	NA
gld	покто	NA	NA
gld	пулсиури	NA	NA
gld	пуӈку	NA	NA
gld	пуӈнэури	NA	NA
gld	пэку	NA	NA
gld	сиасин	NA	NA
gld	силко̄ри	NA	NA
gld	симуксэ	NA	NA
gld	сондё̄ри	NA	NA
gld	сориори	NA	NA
gld	тава	NA	NA
gld	та̄во̄ри	NA	NA
gld	тачиочиори	NA	NA
gld	тотапи	NA	NA
gld	тохала	NA	NA
gld	тӯвури	NA	NA
gld	тэпчиувури	NA	NA
gld	тэ̄ури	NA	NA
gld	удиури	NA	NA
gld	уиури	NA	NA
gld	улэ̄сиури	NA	NA
gld	ӯндӣни	NA	NA
gld	усэ	NA	NA
gld	хай	NA	NA
gld	халачиори	NA	NA
gld	хамаси	NA	NA
gld	хамача̄-нӯ эгдилэ̄ни	NA	NA
gld	хаполиори	NA	NA
gld	хисаӈго̄ри	NA	NA
gld	ходиори	NA	NA
gld	хосакта	NA	NA
gld	хочин	NA	NA
gld	хуйгэ	NA	NA
gld	хумсэури	NA	NA
gld	хэсэ	NA	NA
gld	чаду	NA	NA
gld	ча̄со̄ри	NA	NA
gld	чипчан	NA	NA
gld	чочаори	NA	NA
gld	чумчуэн	NA	NA
gld	эм модан	NA	NA
gld	энусиури	NA	NA
gld	энэури	NA	NA
gld	эурируи	NA	NA
gld	яварича	NA	NA
gle	adhain	NA	NA
gle	ann	NA	NA
gle	anseo	NA	NA
gle	ansin	NA	NA
gle	ardaigh	NA	NA
gle	bailigh	NA	NA
gle	barr	NA	NA
gle	beir ar	NA	NA
gle	beirigh	NA	NA
gle	bog	NA	NA
gle	brúigh	NA	NA
gle	cá	NA	NA
gle	caintigh	NA	NA
gle	caith	NA	NA
gle	ceangail	NA	NA
gle	ceap	NA	NA
gle	cén áit	NA	NA
gle	cheana	NA	NA
gle	clúdaigh	NA	NA
gle	coinnigh	NA	NA
gle	comhluadar	NA	NA
gle	cosain	NA	NA
gle	crobh	NA	NA
gle	croch	NA	NA
gle	croith	NA	NA
gle	cruinnigh	NA	NA
gle	cuach	NA	NA
gle	cuir isteach ar	NA	NA
gle	deas	NA	NA
gle	deifrigh	NA	NA
gle	éirigh	NA	NA
gle	fad	NA	NA
gle	iall	NA	NA
gle	las	NA	NA
gle	leáigh	NA	NA
gle	leath	NA	NA
gle	líne	NA	NA
gle	lobh	NA	NA
gle	luasc	NA	NA
gle	mála	NA	NA
gle	méid	NA	NA
gle	mill	NA	NA
gle	pioc	NA	NA
gle	píosa	NA	NA
gle	réitigh	NA	NA
gle	rith	NA	NA
gle	sáigh	NA	NA
gle	salachar	NA	NA
gle	sé	NA	NA
gle	searbh	NA	NA
gle	seas	NA	NA
gle	seol	NA	NA
gle	sioc	NA	NA
gle	snámh	NA	NA
gle	suigh	NA	NA
gle	tá eagla ar	NA	NA
gle	tar	NA	NA
gle	teagasc	NA	NA
gle	téigh isteach	NA	NA
gle	tiontaigh	NA	NA
gle	tit	NA	NA
gle	tóg	NA	NA
gle	tuig	NA	NA
gle	uair amháin	NA	NA
gle	úr	NA	NA
heb	אדם	NA	NA
heb	אהב	NA	NA
heb	אחד	NA	NA
heb	אחז	NA	NA
heb	אחר-כך	NA	NA
heb	איש	NA	NA
heb	אכל	NA	NA
heb	אסף	NA	NA
heb	אפר	NA	NA
heb	אץ	NA	NA
heb	אצבע	NA	NA
heb	ארוחה	NA	NA
heb	ארך	NA	NA
heb	אשה	NA	NA
heb	את	NA	NA
heb	בהק	NA	NA
heb	בצה	NA	NA
heb	בקר	NA	NA
heb	בשל	NA	NA
heb	גבר	NA	NA
heb	גדל	NA	NA
heb	דבר	NA	NA
heb	דג	NA	NA
heb	דרך	NA	NA
heb	הביא	NA	NA
heb	הבין	NA	NA
heb	הכה	NA	NA
heb	הכין	NA	NA
heb	הצית	NA	NA
heb	הרים	NA	NA
heb	התחיל	NA	NA
heb	זה	NA	NA
heb	זקן	NA	NA
heb	זרם	NA	NA
heb	חד	NA	NA
heb	חדש	NA	NA
heb	חי	NA	NA
heb	חלב	NA	NA
heb	חלק	NA	NA
heb	חם	NA	NA
heb	חשב	NA	NA
heb	טאטא	NA	NA
heb	ילד	NA	NA
heb	יקר	NA	NA
heb	ישן	NA	NA
heb	כאב	NA	NA
heb	כבד	NA	NA
heb	כוח	NA	NA
heb	כסה	NA	NA
heb	כסף	NA	NA
heb	למד	NA	NA
heb	למטה	NA	NA
heb	למעלה	NA	NA
heb	לשון	NA	NA
heb	מהר	NA	NA
heb	מוט	NA	NA
heb	מחלה	NA	NA
heb	מלא	NA	NA
heb	מנע	NA	NA
heb	מרחק	NA	NA
heb	מרעה	NA	NA
heb	נכנס	NA	NA
heb	נסה	NA	NA
heb	נפל	NA	NA
heb	נתן	NA	NA
heb	סובב	NA	NA
heb	ספר	NA	NA
heb	עדין	NA	NA
heb	עור	NA	NA
heb	עזב	NA	NA
heb	עלה	NA	NA
heb	ענף	NA	NA
heb	עשן	NA	NA
heb	פה	NA	NA
heb	פנה	NA	NA
heb	צבע	NA	NA
heb	צד	NA	NA
heb	צלצל	NA	NA
heb	צפרן	NA	NA
heb	קם	NA	NA
heb	קצה	NA	NA
heb	קר	NA	NA
heb	קרע	NA	NA
heb	קשר	NA	NA
heb	קשת	NA	NA
heb	ראש	NA	NA
heb	רגל	NA	NA
heb	רוח	NA	NA
heb	רע	NA	NA
heb	רעב	NA	NA
heb	רעם	NA	NA
heb	רעש	NA	NA
heb	רקב	NA	NA
heb	שחה	NA	NA
heb	שלם	NA	NA
heb	שם	NA	NA
heb	שמן	NA	NA
heb	שמר	NA	NA
heb	שנה	NA	NA
heb	שפשף	NA	NA
heb	שק	NA	NA
heb	תפס	NA	NA
hin	अदा करना	NA	NA
hin	आनंद	NA	NA
hin	उँगली	NA	NA
hin	उठना	NA	NA
hin	उठाना	NA	NA
hin	कल	NA	NA
hin	काटना	NA	NA
hin	किधर	NA	NA
hin	किनारा	NA	NA
hin	कोना	NA	NA
hin	खड़ा होना	NA	NA
hin	गरमी	NA	NA
hin	गलना	NA	NA
hin	गिरना	NA	NA
hin	घर	NA	NA
hin	घुमाना	NA	NA
hin	चढ़ना	NA	NA
hin	चलना	NA	NA
hin	चुनना	NA	NA
hin	छूना	NA	NA
hin	छोर	NA	NA
hin	जलाना	NA	NA
hin	जाल	NA	NA
hin	झुकाना	NA	NA
hin	टीला	NA	NA
hin	डूबना	NA	NA
hin	ढकना	NA	NA
hin	तख़्ता	NA	NA
hin	तैयार करना	NA	NA
hin	तोड़ना	NA	NA
hin	दिखाई देना	NA	NA
hin	दूसरा	NA	NA
hin	देखना	NA	NA
hin	धँसान	NA	NA
hin	धोखा देना	NA	NA
hin	नाख़ून	NA	NA
hin	पकड़ना	NA	NA
hin	पकाना	NA	NA
hin	पंजा	NA	NA
hin	पढ़ना	NA	NA
hin	पहले	NA	NA
hin	पहाड़	NA	NA
hin	पाना	NA	NA
hin	पालना	NA	NA
hin	पिघलना	NA	NA
hin	पेटी	NA	NA
hin	प्रवाहित होना	NA	NA
hin	फँदा	NA	NA
hin	बजना	NA	NA
hin	बढ़ना	NA	NA
hin	बताना	NA	NA
hin	बदलना	NA	NA
hin	बनना	NA	NA
hin	बनाना	NA	NA
hin	बात करना	NA	NA
hin	बुरा	NA	NA
hin	बुलाना	NA	NA
hin	बैठना	NA	NA
hin	बोलना	NA	NA
hin	भागना	NA	NA
hin	भार	NA	NA
hin	मारना	NA	NA
hin	मिलना	NA	NA
hin	मोटा	NA	NA
hin	यह	NA	NA
hin	रक्षा करना	NA	NA
hin	रखना	NA	NA
hin	रहना	NA	NA
hin	रुकना	NA	NA
hin	सड़ना	NA	NA
hin	समाचार	NA	NA
hin	सुंदर	NA	NA
hin	सुनना	NA	NA
hin	हंस	NA	NA
hin	हिलना	NA	NA
hrv	bojati se	NA	NA
hrv	brada	NA	NA
hrv	činiti se	NA	NA
hrv	crta	NA	NA
hrv	čuvati	NA	NA
hrv	dati	NA	NA
hrv	desiti se	NA	NA
hrv	drugi	NA	NA
hrv	drvo	NA	NA
hrv	govoriti	NA	NA
hrv	grana	NA	NA
hrv	hladan	NA	NA
hrv	jezik	NA	NA
hrv	konac	NA	NA
hrv	kora	NA	NA
hrv	koža	NA	NA
hrv	kraj	NA	NA
hrv	list	NA	NA
hrv	loviti	NA	NA
hrv	luk	NA	NA
hrv	mesti	NA	NA
hrv	mjesec	NA	NA
hrv	mjesto	NA	NA
hrv	natrag	NA	NA
hrv	njihati	NA	NA
hrv	noga	NA	NA
hrv	nokat	NA	NA
hrv	obala	NA	NA
hrv	oštar	NA	NA
hrv	ostaviti	NA	NA
hrv	pas	NA	NA
hrv	pasti	NA	NA
hrv	peći	NA	NA
hrv	početi	NA	NA
hrv	pod	NA	NA
hrv	pokriti	NA	NA
hrv	posao	NA	NA
hrv	prestati	NA	NA
hrv	put	NA	NA
hrv	raditi	NA	NA
hrv	ruka	NA	NA
hrv	san	NA	NA
hrv	saviti	NA	NA
hrv	smetati	NA	NA
hrv	snažan	NA	NA
hrv	stablo	NA	NA
hrv	štap	NA	NA
hrv	star	NA	NA
hrv	tanak	NA	NA
hrv	ugao	NA	NA
hrv	upaliti	NA	NA
hrv	uzao	NA	NA
hrv	voljeti	NA	NA
hrv	vrata	NA	NA
hrv	vrh	NA	NA
hrv	vrijeme	NA	NA
hrv	vrpca	NA	NA
hrv	zao	NA	NA
hrv	zapaliti	NA	NA
hrv	zemlja	NA	NA
hrv	žena	NA	NA
hrv	zvoniti	NA	NA
hun	akkor	NA	NA
hun	áll	NA	NA
hun	álom	NA	NA
hun	betakar	NA	NA
hun	bőr	NA	NA
hun	bűn	NA	NA
hun	csinál	NA	NA
hun	csúcs	NA	NA
hun	dél	NA	NA
hun	dolog	NA	NA
hun	drága	NA	NA
hun	ég	NA	NA
hun	egyszerre	NA	NA
hun	él	NA	NA
hun	elrejt	NA	NA
hun	eltör	NA	NA
hun	erő	NA	NA
hun	esik	NA	NA
hun	fa	NA	NA
hun	fej	NA	NA
hun	fél	NA	NA
hun	felemel	NA	NA
hun	fenyő	NA	NA
hun	fest	NA	NA
hun	fiú	NA	NA
hun	fizet	NA	NA
hun	fog	NA	NA
hun	föld	NA	NA
hun	fordít	NA	NA
hun	gyújt	NA	NA
hun	hajt	NA	NA
hun	hal	NA	NA
hun	hall	NA	NA
hun	hang	NA	NA
hun	hely	NA	NA
hun	hét	NA	NA
hun	hideg	NA	NA
hun	hív	NA	NA
hun	hó	NA	NA
hun	idő	NA	NA
hun	igaz	NA	NA
hun	jár	NA	NA
hun	kap	NA	NA
hun	köröm	NA	NA
hun	köt	NA	NA
hun	kúszik	NA	NA
hun	láb	NA	NA
hun	lány	NA	NA
hun	levág	NA	NA
hun	levél	NA	NA
hun	megfordít	NA	NA
hun	meggyújt	NA	NA
hun	megjavít	NA	NA
hun	megkap	NA	NA
hun	megnéz	NA	NA
hun	megy	NA	NA
hun	mell	NA	NA
hun	mi	NA	NA
hun	nap	NA	NA
hun	néz	NA	NA
hun	nő	NA	NA
hun	növekszik	NA	NA
hun	nyelv	NA	NA
hun	nyom	NA	NA
hun	olvad	NA	NA
hun	őriz	NA	NA
hun	ősz	NA	NA
hun	piszok	NA	NA
hun	ráz	NA	NA
hun	rossz	NA	NA
hun	sarok	NA	NA
hun	siet	NA	NA
hun	sír	NA	NA
hun	söpör	NA	NA
hun	süllyed	NA	NA
hun	süt	NA	NA
hun	szed	NA	NA
hun	szél	NA	NA
hun	szem	NA	NA
hun	szeret	NA	NA
hun	talál	NA	NA
hun	tanít	NA	NA
hun	tesz	NA	NA
hun	tud	NA	NA
hun	ujj	NA	NA
hun	ül	NA	NA
hun	út	NA	NA
hun	vág	NA	NA
hun	vár	NA	NA
hun	véd	NA	NA
hun	vég	NA	NA
hun	vékony	NA	NA
hun	vesz	NA	NA
hun	vezet	NA	NA
hun	visz	NA	NA
hun	zúg	NA	NA
hye	անկյուն	NA	NA
hye	աշխատանք	NA	NA
hye	ապա	NA	NA
hye	առաջ	NA	NA
hye	ավլել	NA	NA
hye	ափ	NA	NA
hye	բան	NA	NA
hye	բարձրանալ	NA	NA
hye	բարձրացնել	NA	NA
