	Unnamed: 0	Unnamed: 0.1	Language_ID	Value	Source_ID	Source_Value	Language	Source_Language	Etymology_raw
1323	1323	1323	cat	tallar			Catalan	0	"From Old Occitan, from Late Latin taleare or taliāre, present active infinitive of taliō, from Latin talea.
"
1324	1324	1324	cat	tapar			Catalan	0	0
1325	1325	1325	cat	temps		temps	Catalan	Old Provençal	0
1326	1326	1326	cat	tirar			Catalan	0	"From Medieval Latin, from Vulgar Latin *tirō, tirāre, from Proto-Germanic *teraną (“to tear, tear away, rip or snatch off, pull violently, tug”) (through Gothic *𐍄𐌹𐍂𐌰𐌽 (*tiran)), from Proto-Indo-European *der- (“to tear, tear apart”). Alternatively Late Latin *martyrāre, possibly with influence from Latin trahō. Compare French tirer, Italian tirare.
"
1327	1327	1327	cat	trencar		trencar	Catalan	Old Provençal	0
1328	1328	1328	cat	trucar			Catalan	0	0
1329	1329	1329	cat	ungla			Catalan	0	"From Old Occitan, from Vulgar Latin *ungla, syncopated form of Latin ungula, from unguis, ultimately from Proto-Indo-European *h₃negʰ-.
"
1330	1330	1330	cat	vīure			Catalan	0	0
1331	1331	1331	ces	bát se			Czech	0	0
1332	1332	1332	ces	bažina			Czech	0	0
1333	1333	1333	ces	choť			Czech	0	"From Old Czech chot, from Proto-Slavic *chotь. Related to chtít.
"
1334	1334	1334	ces	cítit			Czech	0	0
1335	1335	1335	ces	dát		dati	Czech	Proto-Slavic	0
1336	1336	1336	ces	dráp			Czech	0	0
1337	1337	1337	ces	jazyk		ęzykŭ	Czech	Proto-Slavic	0
1338	1338	1338	ces	jídlo			Czech	0	jíst +‎ -dlo
1339	1339	1339	ces	konec		konĭcĭ	Czech	Proto-Slavic	0
1340	1340	1340	ces	kůže		koža	Czech	Proto-Slavic	0
1341	1341	1341	ces	lézt		lězti	Czech	Proto-Slavic	0
1342	1342	1342	ces	měsíc		měsęcĭ	Czech	Proto-Slavic	0
1343	1343	1343	ces	nehet		nogŭtĭ	Czech	Proto-Slavic	0
1344	1344	1344	ces	noha		noga	Czech	Proto-Slavic	0
1345	1345	1345	ces	obrátit			Czech	0	0
1346	1346	1346	ces	ohnout			Czech	0	"From o- +‎ hnout.
"
1347	1347	1347	ces	pravý		pravŭ	Czech	Proto-Slavic	0
1348	1348	1348	ces	přivázat			Czech	0	při- +‎ vázat
1349	1349	1349	ces	řeč		rěčĭ	Czech	Proto-Slavic	0
1350	1350	1350	ces	roh		rogŭ	Czech	Proto-Slavic	0
1351	1351	1351	ces	ruka		rǫka	Czech	Proto-Slavic	0
1352	1352	1352	ces	schovat			Czech	0	"From s- +‎ chovat.
"
1353	1353	1353	ces	síla		sila	Czech	Proto-Slavic	0
1354	1354	1354	ces	silný		silĭnŭ	Czech	Proto-Slavic	0
1355	1355	1355	ces	špína			Czech	0	0
1356	1356	1356	ces	spojit			Czech	0	From s- +‎ pojit
1357	1357	1357	ces	starý		starŭ	Czech	Proto-Slavic	0
1358	1358	1358	ces	stát se			Czech	0	0
1359	1359	1359	ces	strčit			Czech	0	0
1360	1360	1360	ces	tam		tamo	Czech	Proto-Slavic	0
1361	1361	1361	ces	tlustý		tŭlstŭ	Czech	Proto-Slavic	0
1362	1362	1362	ces	třást		tręsti	Czech	Proto-Slavic	0
1363	1363	1363	ces	větev			Czech	0	"Compare Slovak vetva and Russian ветвь (vetvʹ).
"
1364	1364	1364	ces	vlna		vĭlna	Czech	Proto-Slavic	0
1365	1365	1365	ces	vzdálenost			Czech	0	0
1366	1366	1366	ces	zdvihnout			Czech	0	0
1367	1367	1367	ces	země		zemľa	Czech	Proto-Slavic	0
1368	1368	1368	ces	zlý		zŭlŭ	Czech	Proto-Slavic	0
1369	1369	1369	ces	zpět			Czech	0	0
1370	1370	1370	ces	zvednout			Czech	0	0
1371	1371	1371	ces	zvonit			Czech	0	0
1372	1372	1372	che	aз			Chechen	0	0
1373	1373	1373	che	айа			Chechen	0	0
1374	1374	1374	che	бага			Chechen	0	0
1375	1375	1375	che	бала			Chechen	0	0
1376	1376	1376	che	бутт			Chechen	0	"From Proto-Nakh *butt.
"
1377	1377	1377	che	буьртиг			Chechen	0	0
1378	1378	1378	che	вовшахтаса			Chechen	0	0
1379	1379	1379	che	вон			Chechen	0	0
1380	1380	1380	che	га			Chechen	0	0
1381	1381	1381	che	гали			Chechen	0	0
1382	1382	1382	che	ган			Chechen	0	0
1383	1383	1383	che	гулдан			Chechen	0	0
1384	1384	1384	che	гӏоро			Chechen	0	0
1385	1385	1385	che	дак			Chechen	0	0
1386	1386	1386	che	даккха			Chechen	0	0
1387	1387	1387	che	дан			Chechen	0	0
1388	1388	1388	che	даха			Chechen	0	0
1389	1389	1389	che	дахкадала			Chechen	0	0
1390	1390	1390	che	деза			Chechen	0	0
1391	1391	1391	che	дека			Chechen	0	0
1392	1392	1392	che	дела			Chechen	0	"From Proto-Nakh *dāli.
"
1393	1393	1393	che	детта			Chechen	0	0
1394	1394	1394	che	дита			Chechen	0	0
1395	1395	1395	che	довха			Chechen	0	0
1396	1396	1396	che	доло			Chechen	0	0
1397	1397	1397	che	дохо			Chechen	0	0
1398	1398	1398	che	доьхка			Chechen	0	0
1399	1399	1399	che	дӏадада			Chechen	0	0
1400	1400	1400	che	дӏадаха			Chechen	0	0
1401	1401	1401	che	дӏадехка			Chechen	0	0
1402	1402	1402	che	етта			Chechen	0	0
1403	1403	1403	che	зуда			Chechen	0	0
1404	1404	1404	che	и			Chechen	0	0
1405	1405	1405	che	иза			Chechen	0	0
1406	1406	1406	che	ира			Chechen	0	0
1407	1407	1407	che	йист			Chechen	0	0
1408	1408	1408	che	кагдан			Chechen	0	0
1409	1409	1409	che	керла			Chechen	0	0
1410	1410	1410	che	кечъян			Chechen	0	0
1411	1411	1411	che	ког			Chechen	0	"From Proto-Nakh *kōḳ.
"
1412	1412	1412	che	кхача			Chechen	0	0
1413	1413	1413	che	кхача бан			Chechen	0	0
1414	1414	1414	che	кхера			Chechen	0	"From Proto-Nakh *qēra.
"
1415	1415	1415	che	кхерч			Chechen	0	0
1416	1416	1416	che	кхета			Chechen	0	0
1417	1417	1417	che	кхин			Chechen	0	0
1418	1418	1418	che	къамел			Chechen	0	0
1419	1419	1419	che	къамел дан			Chechen	0	0
1420	1420	1420	che	къена			Chechen	0	0
1421	1421	1421	che	лаам			Chechen	0	0
1422	1422	1422	che	лардан			Chechen	0	0
1423	1423	1423	che	лато			Chechen	0	0
1424	1424	1424	che	латта			Chechen	0	"From Proto-Nakh *lātte.
"
1425	1425	1425	che	леста			Chechen	0	0
1426	1426	1426	che	лесто			Chechen	0	0
1427	1427	1427	che	леца			Chechen	0	0
1428	1428	1428	che	майра			Chechen	0	0
1429	1429	1429	che	мах бала			Chechen	0	0
1430	1430	1430	che	мотт			Chechen	0	"From Proto-Nakh *moṭṭ.
"
1431	1431	1431	che	мӏара			Chechen	0	0
1432	1432	1432	che	новкъарло ян			Chechen	0	0
1433	1433	1433	che	нуй хьакха			Chechen	0	0
1434	1434	1434	che	нуьцкъала			Chechen	0	0
1435	1435	1435	che	нӏаьна			Chechen	0	0
1436	1436	1436	che	оза			Chechen	0	0
1437	1437	1437	che	охьакхета			Chechen	0	0
1438	1438	1438	che	пха			Chechen	0	"From Proto-Nakh *pχā. Cognate with Ingush пхьан (pḥan, “hornbeam”). Associated with several weapon names, because they were made of hornbeam: Chechen пха (pχa, “arrow”), пха, пхьа (pχa, pḥa, “shield”), пхердукъ (pχerduq̇, “spear”).
"
1439	1439	1439	che	са			Chechen	0	"From сан (san, “my, mine”); related to сирла (sirla, “light, bright, clear”) and серло (serlo, “light, brightness, illumination”).
"
1440	1440	1440	che	сатто			Chechen	0	0
1441	1441	1441	che	саца			Chechen	0	0
1442	1442	1442	che	сиз			Chechen	0	0
1443	1443	1443	che	сихдала			Chechen	0	0
1444	1444	1444	che	сурт дилла			Chechen	0	0
1445	1445	1445	che	схьакхача			Chechen	0	0
1446	1446	1446	che	татта			Chechen	0	0
1447	1447	1447	che	туька			Chechen	0	0
1448	1448	1448	che	тӏаккха			Chechen	0	0
1449	1449	1449	che	тӏетаса			Chechen	0	0
1450	1450	1450	che	у			Chechen	0	0
1451	1451	1451	che	уьшал			Chechen	0	0
1452	1452	1452	che	хаа			Chechen	0	0
1453	1453	1453	che	хаза			Chechen	0	0
1454	1454	1454	che	хан			Chechen	0	Cognate with Ingush ха (χa). Related to Georgian ხანი (xani). This etymology is incomplete. You can help Wiktionary by elaborating on the origins of this term.
1455	1455	1455	che	харжа			Chechen	0	0
1456	1456	1456	che	хи			Chechen	0	"From Proto-Nakh *xi.
"
1457	1457	1457	che	хила			Chechen	0	0
1458	1458	1458	che	хилла			Chechen	0	0
1459	1459	1459	che	хьажа			Chechen	0	0
1460	1460	1460	che	хьалаайа			Chechen	0	0
1461	1461	1461	che	хьалха			Chechen	0	0
1462	1462	1462	che	хьедан			Chechen	0	0
1463	1463	1463	che	хьежа			Chechen	0	0
1464	1464	1464	che	хӏума			Chechen	0	0
1465	1465	1465	che	цкъа			Chechen	0	0
1466	1466	1466	che	цомгуш хила			Chechen	0	0
1467	1467	1467	che	цу сохьтта			Chechen	0	0
1468	1468	1468	che	цхьаъ			Chechen	0	"From Proto-Nakh *cħa.
"
1469	1469	1469	che	цӏе			Chechen	0	"From Proto-Nakh *c̣e (“name”).
"
1470	1470	1470	che	цӏенкъа			Chechen	0	0
1471	1471	1471	che	цӏока			Chechen	0	0
1472	1472	1472	che	чудала			Chechen	0	0
1473	1473	1473	che	шело			Chechen	0	0
1474	1474	1474	che	шийла			Chechen	0	0
1475	1475	1475	che	шу			Chechen	0	0
1476	1476	1476	che	юкъ			Chechen	0	"From Proto-Nakh *jobq̇.
"
1477	1477	1477	che	юург			Chechen	0	0
1478	1478	1478	che	юха			Chechen	0	0
1479	1479	1479	che	яй			Chechen	0	0
1480	1480	1480	chv	апат			Chuvash	0	"Borrowed from Russian обед (obed).
"
1481	1481	1481	chv	аппа			Chuvash	0	"Related to Tatar апа (apa), from Old Turkic apa.
"
1482	1482	1482	chv	ӑста			Chuvash	0	0
1483	1483	1483	chv	ӑҫта			Chuvash	0	0
1484	1484	1484	chv	ача			Chuvash	0	0
1485	1485	1485	chv	аялта			Chuvash	0	0
1486	1486	1486	chv	васка			Chuvash	0	0
1487	1487	1487	chv	вӗр			Chuvash	0	0
1488	1488	1488	chv	вёрент			Chuvash	0	0
1489	1489	1489	chv	вӗри			Chuvash	0	0
1490	1490	1490	chv	вӗҫ			Chuvash	0	0
1491	1491	1491	chv	вил			Chuvash	0	0
1492	1492	1492	chv	виҫ			Chuvash	0	0
1493	1493	1493	chv	вит			Chuvash	0	0
1494	1494	1494	chv	вут			Chuvash	0	"Compare Tatar ут (ut).
"
1495	1495	1495	chv	вырӑн			Chuvash	0	0
1496	1496	1496	chv	ӗҫ		īĺč	Chuvash	Proto-Turkic	0
1497	1497	1497	chv	ил			Chuvash	0	0
1498	1498	1498	chv	ирӗл			Chuvash	0	0
1499	1499	1499	chv	иш			Chuvash	0	0
1500	1500	1500	chv	йӑлӑ			Chuvash	0	0
1501	1501	1501	chv	йӗр			Chuvash	0	0
1502	1502	1502	chv	йӳҫӗ			Chuvash	0	0
1503	1503	1503	chv	йывӑҫ			Chuvash	0	0
1504	1504	1504	chv	йыш			Chuvash	0	0
1505	1505	1505	chv	кӑвак			Chuvash	0	"From Proto-Turkic *kȫk.
"
1506	1506	1506	chv	кай			Chuvash	0	0
1507	1507	1507	chv	кӑмӑл			Chuvash	0	0
1508	1508	1508	chv	кансӗрле			Chuvash	0	0
1509	1509	1509	chv	кас			Chuvash	0	0
1510	1510	1510	chv	каҫ			Chuvash	0	0
1511	1511	1511	chv	кӗр			Chuvash	0	"From Proto-Turkic *gīr- (“to enter”). Cognate with Old Turkic 𐰚𐰃𐰼‎ (kir- /kir²/), Turkish girmek, Azerbaijani girmək etc.
"
1512	1512	1512	chv	кӗреҫе			Chuvash	0	0
1513	1513	1513	chv	кӗт			Chuvash	0	0
1514	1514	1514	chv	кӗтес			Chuvash	0	0
1515	1515	1515	chv	кил			Chuvash	0	"From Proto-Turkic *gül. Cognate with Turkish and Azerbaijani -gil (“someone's home or family”), Yakut күүлэ (küüle, “entrance hall”).
"
1516	1516	1516	chv	кукӑрт			Chuvash	0	0
1517	1517	1517	chv	кунта			Chuvash	0	0
1518	1518	1518	chv	курӑн			Chuvash	0	0
1519	1519	1519	chv	куҫ			Chuvash	0	0
1520	1520	1520	chv	лӑка			Chuvash	0	0
1521	1521	1521	chv	лар			Chuvash	0	0
1522	1522	1522	chv	ларт			Chuvash	0	0
1523	1523	1523	chv	михӗ			Chuvash	0	0
1524	1524	1524	chv	пар			Chuvash	0	0
1525	1525	1525	chv	пӑрах			Chuvash	0	0
1526	1526	1526	chv	пӑс			Chuvash	0	"From Proto-Turkic *buŕ- / *boŕ- (“to damage, destroy”). Cognate with Azerbaijani pozmaq, Bashkir боҙоу (boðou).
"
1527	1527	1527	chv	пӑх			Chuvash	0	0
1528	1528	1528	chv	пӗл			Chuvash	0	0
1529	1529	1529	chv	пӗлӗт			Chuvash	0	"Related to Turkish bulut and Yakut пылыт (pılıt), from Proto-Turkic *bulït, .
"
1530	1530	1530	chv	пӗррехинче			Chuvash	0	0
1531	1531	1531	chv	пӗҫер			Chuvash	0	0
1532	1532	1532	chv	пул			Chuvash	0	0
1533	1533	1533	chv	пулнӑ			Chuvash	0	0
1534	1534	1534	chv	пӳрне			Chuvash	0	"From Proto-Turkic *biarŋak.
"
1535	1535	1535	chv	пылчӑк			Chuvash	0	0
1536	1536	1536	chv	пыр			Chuvash	0	0
1537	1537	1537	chv	сӑмах			Chuvash	0	0
1538	1538	1538	chv	сӑрт			Chuvash	0	0
1539	1539	1539	chv	сасӑ			Chuvash	0	0
1540	1540	1540	chv	сивӗ			Chuvash	0	0
1541	1541	1541	chv	силлентер			Chuvash	0	0
1542	1542	1542	chv	суйла			Chuvash	0	0
1543	1543	1543	chv	ҫавӑнта			Chuvash	0	0
1544	1544	1544	chv	ҫавӑр			Chuvash	0	0
1545	1545	1545	chv	ҫак			Chuvash	0	0
1546	1546	1546	chv	ҫӑл			Chuvash	0	0
1547	1547	1547	chv	ҫӑм			Chuvash	0	0
1548	1548	1548	chv	ҫаран			Chuvash	0	0
1549	1549	1549	chv	ҫӗкле			Chuvash	0	0
1550	1550	1550	chv	ҫӗр			Chuvash	0	0
1551	1551	1551	chv	ҫит			Chuvash	0	0
1552	1552	1552	chv	ҫу			Chuvash	0	0
1553	1553	1553	chv	ҫур			Chuvash	0	"From Proto-Turkic *yāŕ. Cognate with Turkish yaz (“summer”).
"
1554	1554	1554	chv	ҫут			Chuvash	0	0
1555	1555	1555	chv	ҫутӑ			Chuvash	0	0
1556	1556	1556	chv	ҫых			Chuvash	0	0
1557	1557	1557	chv	тӑр			Chuvash	0	0
1558	1558	1558	chv	тат			Chuvash	0	0
1559	1559	1559	chv	тӑхӑн			Chuvash	0	0
1560	1560	1560	chv	те			Chuvash	0	0
1561	1561	1561	chv	тӗк			Chuvash	0	0
1562	1562	1562	chv	ту			Chuvash	0	"Historically from тăв (tăv) (< тав (taw) < тау (tau)), from Proto-Turkic *tāg.
"
1563	1563	1563	chv	тӳле			Chuvash	0	0
1564	1564	1564	chv	тултар			Chuvash	0	0
1565	1565	1565	chv	тура			Chuvash	0	0
1566	1566	1566	chv	турат			Chuvash	0	0
1567	1567	1567	chv	тус			Chuvash	0	0
1568	1568	1568	chv	туян			Chuvash	0	0
1569	1569	1569	chv	тыт			Chuvash	0	0
1570	1570	1570	chv	уйӑх			Chuvash	0	0
1571	1571	1571	chv	ӳкер			Chuvash	0	0
1572	1572	1572	chv	улӑх			Chuvash	0	0
1573	1573	1573	chv	унта			Chuvash	0	0
1574	1574	1574	chv	унтан			Chuvash	0	0
1575	1575	1575	chv	ура			Chuvash	0	0
1576	1576	1576	chv	уҫӑ			Chuvash	0	0
1577	1577	1577	chv	ут			Chuvash	0	0
1578	1578	1578	chv	хӑват			Chuvash	0	0
1579	1579	1579	chv	хал			Chuvash	0	0
1580	1580	1580	chv	хупӑ			Chuvash	0	0
1581	1581	1581	chv	хур			Chuvash	0	"From Proto-Turkic *kāŕ, compare Turkish kaz.
"
1582	1582	1582	chv	хуш			Chuvash	0	0
1583	1583	1583	chv	хушӑ			Chuvash	0	0
1584	1584	1584	chv	хыпалан			Chuvash	0	0
1585	1585	1585	chv	хыр			Chuvash	0	0
1586	1586	1586	chv	хытӑ			Chuvash	0	0
1587	1587	1587	chv	чак			Chuvash	0	0
1588	1588	1588	chv	чӗлхе			Chuvash	0	"From Proto-Turkic *dɨl.
"
1589	1589	1589	chv	чӗн			Chuvash	0	0
1590	1590	1590	chv	чӗрӗ			Chuvash	0	0
1591	1591	1591	chv	чӗрне			Chuvash	0	0
1592	1592	1592	chv	чик			Chuvash	0	"From Proto-Turkic *dik- (“vertical; to to plant vertically”).
Compare Azerbaijani dikmək (“to bury”) dik (“upright, vertical”), tikmək (“to sew”); Turkish dikmek (“to sew”), Kumyk тикмек (tikmek, “to sew; to build”) Kazakh тігу (tigw).
"
1593	1593	1593	chv	чирле			Chuvash	0	0
1594	1594	1594	chv	шӑл			Chuvash	0	"Related to Turkish diş.
"
1595	1595	1595	chv	шӑнкӑравла			Chuvash	0	0
1596	1596	1596	chv	шӑтӑк			Chuvash	0	0
1597	1597	1597	chv	шутла			Chuvash	0	0
1598	1598	1598	chv	ыйт			Chuvash	0	0
1599	1599	1599	chv	янах			Chuvash	0	0
1600	1600	1600	chv	япала			Chuvash	0	0
1601	1601	1601	ckt	а’тчак			Chukchi	0	0
1602	1602	1602	ckt	альэк’атык			Chukchi	0	0
1603	1603	1603	ckt	амэчатык			Chukchi	0	0
1604	1604	1604	ckt	вагылгын			Chukchi	0	0
1605	1605	1605	ckt	вагыргын			Chukchi	0	0
1606	1606	1606	ckt	вак			Chukchi	0	0
1607	1607	1607	ckt	валёмык			Chukchi	0	0
1608	1608	1608	ckt	вылгыльын			Chukchi	0	0
1609	1609	1609	ckt	вылпы			Chukchi	0	0
1610	1610	1610	ckt	выргыргын			Chukchi	0	0
1611	1611	1611	ckt	вэлк’ыл			Chukchi	0	0
1612	1612	1612	ckt	вэтгав			Chukchi	0	0
1613	1613	1613	ckt	вэтчак			Chukchi	0	0
1614	1614	1614	ckt	гагчавык			Chukchi	0	0
1615	1615	1615	ckt	гатле			Chukchi	0	0
1616	1616	1616	ckt	гиивк’эв			Chukchi	0	0
1617	1617	1617	ckt	гылгын			Chukchi	0	0
1618	1618	1618	ckt	гынритык			Chukchi	0	0
1619	1619	1619	ckt	гыткалгын			Chukchi	0	0
1620	1620	1620	ckt	гычурмын			Chukchi	0	0
1621	1621	1621	ckt	игыт			Chukchi	0	0
1622	1622	1622	ckt	илылк’ын			Chukchi	0	0
1623	1623	1623	ckt	инэтгьэтык			Chukchi	0	0
1624	1624	1624	ckt	йилыйил			Chukchi	0	0
1625	1625	1625	ckt	йъилгын			Chukchi	0	0
1626	1626	1626	ckt	к’улильэтык			Chukchi	0	0
1627	1627	1627	ckt	к’унэче			Chukchi	0	0
1628	1628	1628	ckt	к’эргычьын			Chukchi	0	0
1629	1629	1629	ckt	катгогыргын			Chukchi	0	0
1630	1630	1630	ckt	кукэн’ы			Chukchi	0	0
1631	1631	1631	ckt	кылвыгыргын			Chukchi	0	0
1632	1632	1632	ckt	кымъылгын			Chukchi	0	0
1633	1633	1633	ckt	кыплык			Chukchi	0	0
1634	1634	1634	ckt	кэлик			Chukchi	0	0
1635	1635	1635	ckt	кэликэл			Chukchi	0	0
1636	1636	1636	ckt	льук			Chukchi	0	0
1637	1637	1637	ckt	моок			Chukchi	0	0
1638	1638	1638	ckt	мыкгыргын			Chukchi	0	0
1639	1639	1639	ckt	мынгыкватык			Chukchi	0	0
1640	1640	1640	ckt	мынгылгын			Chukchi	0	0
1641	1641	1641	ckt	мытк’ымыт			Chukchi	0	0
1642	1642	1642	ckt	н’илгын			Chukchi	0	0
1643	1643	1643	ckt	н’оймалек			Chukchi	0	0
1644	1644	1644	ckt	нипк’ин			Chukchi	0	0
1645	1645	1645	ckt	нутэнут			Chukchi	0	0
1646	1646	1646	ckt	нъумк’ин			Chukchi	0	0
1647	1647	1647	ckt	ныйъак’эн			Chukchi	0	0
1648	1648	1648	ckt	пин’пин’			Chukchi	0	0
1649	1649	1649	ckt	пириск’ычетык			Chukchi	0	0
1650	1650	1650	ckt	пыкирык			Chukchi	0	0
1651	1651	1651	ckt	пын’ыл			Chukchi	0	0
1652	1652	1652	ckt	пэнъёлгын			Chukchi	0	0
1653	1653	1653	ckt	рилгитык			Chukchi	0	0
1654	1654	1654	ckt	рилюк			Chukchi	0	0
1655	1655	1655	ckt	ръэк’эрэвык			Chukchi	0	0
1656	1656	1656	ckt	рыгйивэтык			Chukchi	0	0
1657	1657	1657	ckt	рыкимэвык			Chukchi	0	0
1658	1658	1658	ckt	рыкэн’эвык			Chukchi	0	0
1659	1659	1659	ckt	рылгылгын			Chukchi	0	"From Proto-Chukotko-Kamchatkan *ðəlɣə (“finger”). Compare also Koryak йәлгәлӈән, Alutor тылгылӈын and Itelmen луфԓич.
"
1660	1660	1660	ckt	рылгытлык’ын			Chukchi	0	0
1661	1661	1661	ckt	рынлевык			Chukchi	0	0
1662	1662	1662	ckt	рыннылгын			Chukchi	0	0
1663	1663	1663	ckt	рынрык			Chukchi	0	0
1664	1664	1664	ckt	рычимэвык			Chukchi	0	0
1665	1665	1665	ckt	рэк’ытъул			Chukchi	0	0
1666	1666	1666	ckt	рэск’ивык			Chukchi	0	0
1667	1667	1667	ckt	тагъян’гыргын			Chukchi	0	0
1668	1668	1668	ckt	тылгык			Chukchi	0	0
1669	1669	1669	ckt	тылек			Chukchi	0	0
1670	1670	1670	ckt	тылян			Chukchi	0	0
1671	1671	1671	ckt	тын’эчьылк’ыл			Chukchi	0	0
1672	1672	1672	ckt	тэйкык			Chukchi	0	0
1673	1673	1673	ckt	тэмъюн’ык			Chukchi	0	0
1674	1674	1674	ckt	тэючгын			Chukchi	0	0
1675	1675	1675	ckt	упынъылик			Chukchi	0	0
1676	1676	1676	ckt	уттуут			Chukchi	0	0
1677	1677	1677	ckt	черичер			Chukchi	0	0
1678	1678	1678	ckt	чимгъун			Chukchi	0	0
1679	1679	1679	ckt	чит			Chukchi	0	0
1680	1680	1680	ckt	чьэчен’			Chukchi	0	0
1681	1681	1681	ckt	ынк’о			Chukchi	0	0
1682	1682	1682	ckt	ынк’оры			Chukchi	0	0
1683	1683	1683	ckt	ынкы			Chukchi	0	0
1684	1684	1684	ckt	э’йн’эвык			Chukchi	0	0
1685	1685	1685	ckt	эймитык			Chukchi	0	0
1686	1686	1686	ckt	энангырголявык			Chukchi	0	0
1687	1687	1687	ckt	энаркэлек			Chukchi	0	0
1688	1688	1688	ckt	энаръэк			Chukchi	0	0
1689	1689	1689	ckt	яаёлк’ыл			Chukchi	0	0
1690	1690	1690	ckt	яран’ы			Chukchi	0	0
1691	1691	1691	cmn	呼吸			Mandarin Chinese	0	0
1692	1692	1692	cmn	国家			Mandarin Chinese	0	0
1693	1693	1693	cmn	圆			Mandarin Chinese	0	0
1694	1694	1694	cmn	坐			Mandarin Chinese	0	"Cognate with Japhug amdzɯ (Zhang, Jacques, and Lai, 2019).
"
1695	1695	1695	cmn	声音			Mandarin Chinese	0	0
1696	1696	1696	cmn	害怕			Mandarin Chinese	0	0
1697	1697	1697	cmn	尖			Mandarin Chinese	0	0
1698	1698	1698	cmn	开始			Mandarin Chinese	0	0
1699	1699	1699	cmn	强壮			Mandarin Chinese	0	0
1700	1700	1700	cmn	成熟			Mandarin Chinese	0	0
1701	1701	1701	cmn	抓住			Mandarin Chinese	0	0
1702	1702	1702	cmn	指甲			Mandarin Chinese	0	0
1703	1703	1703	cmn	捆			Mandarin Chinese	0	0
1704	1704	1704	cmn	摇动			Mandarin Chinese	0	0
1705	1705	1705	cmn	放			Mandarin Chinese	0	0
1706	1706	1706	cmn	树枝			Mandarin Chinese	0	0
1707	1707	1707	cmn	欺骗			Mandarin Chinese	0	0
1708	1708	1708	cmn	沼泽			Mandarin Chinese	0	0
1709	1709	1709	cmn	注视			Mandarin Chinese	0	0
1710	1710	1710	cmn	点			Mandarin Chinese	0	"Simplified from 點 (黑 → 灬). Note that 黑 changed from being on the left to being 灬, underneath. Compare 黙 (from 默), which retains the 里, and 黒, which is the simplification in isolation.
Current form is graphically 占 + 灬.
"
1711	1711	1711	cmn	煮			Mandarin Chinese	0	0
1712	1712	1712	cmn	燃烧			Mandarin Chinese	0	0
1713	1713	1713	cmn	爪子			Mandarin Chinese	0	0
1714	1714	1714	cmn	生病			Mandarin Chinese	0	0
1715	1715	1715	cmn	皮带			Mandarin Chinese	0	0
1716	1716	1716	cmn	结束			Mandarin Chinese	0	0
1717	1717	1717	cmn	群			Mandarin Chinese	0	"From Proto-Sino-Tibetan *m-kul (“twenty; all”); cognate with 昆 (OC *kuːn, “swarming”), Tibetan ཀུན (kun, “all”), Burmese အကုန် (a.kun, “all”) (Benedict, 1972; STEDT).
"
1718	1718	1718	cmn	腐烂			Mandarin Chinese	0	0
1719	1719	1719	cmn	袋子			Mandarin Chinese	0	0
1720	1720	1720	cmn	角			Mandarin Chinese	0	"From Proto-Sino-Tibetan *m/g-(r)wa-ŋ/k/t (“horn; angle; corner”) (STEDT). Cognate with Tibetan རྭ (rwa, “horn”), Garo grong (“horn”), Jingpho nrung (n̩³¹ ʒuŋ³³, “horn”), Chepang रोङः (roŋʔ, “horn”), 觡 (OC *kraːɡ, “antler”). The Tibeto-Burman *-ŋ final variant is reflected in 觥 (OC *kʷraːŋ, “drinking vessel made from animal horn”) (Schuessler, 2007). Possibly also related to 鹿 (OC *b·roːɡ, “deer”) (Sagart, 1999).
A derivative is 餃 (“stuffed dumpling”), named for its horn-like shape (Norman, 1988).
It is probably unrelated with Proto-Indo-European *ḱr̥h₂nós (“horn”) ( < *ḱerh₂- (“horn”)) and Proto-Semitic *ḳarn- (“horn”) despite the phonological and semantic resemblance between the three.
"
1721	1721	1721	cmn	说			Mandarin Chinese	0	0
1722	1722	1722	cmn	距离			Mandarin Chinese	0	0
1723	1723	1723	cmn	转动			Mandarin Chinese	0	0
1724	1724	1724	cmn	铁锹			Mandarin Chinese	0	0
1725	1725	1725	cym	aros		arhos	Welsh	Middle Welsh	0
1726	1726	1726	cym	arwain		ɸarewedeti	Welsh	Proto-Celtic	0
1727	1727	1727	cym	awyr		awyr	Welsh	Middle Welsh	0
1728	1728	1728	cym	bach		bach	Welsh	Old Welsh	0
1729	1729	1729	cym	baw			Welsh	0	"Proto-Celtic *bawā. Compare French boue (“mud”), from Gaulish *bauā.
"
1730	1730	1730	cym	berwi			Welsh	0	"From berw (“boiling”) +‎ -i.
"
1731	1731	1731	cym	bryn			Welsh	0	0
1732	1732	1732	cym	budreddi			Welsh	0	0
1733	1733	1733	cym	bwrdd			Welsh	0	"From Middle Welsh bwrt, from Old English bord (compare Irish bord); doublet of bord.
"
1734	1734	1734	cym	byw		bɨw	Welsh	Proto-Brythonic	0
1735	1735	1735	cym	cadarn			Welsh	0	"From Proto-Brythonic *catarno, from Proto-Celtic *katus (“battle”). See cad.
"
1736	1736	1736	cym	cadw		kat-wo-	Welsh	Proto-Celtic	0
1737	1737	1737	cym	caead			Welsh	0	"From cau +‎ -ad.
"
1738	1738	1738	cym	cangen			Welsh	0	From cangau, plural of cainc (“branch”) (from Proto-Celtic *kankā),  +‎ -en (singulative suffix).
1739	1739	1739	cym	canu		kėnɨd	Welsh	Proto-Brythonic	0
1740	1740	1740	cym	casglu			Welsh	0	"From casgl (“collection”) +‎ -u.
"
